Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
1;202104;Alto Patrimonio;Pensionado;VIDA + PENS;Femenino;Independiente
357;202101;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
1795;202112;Alto Valor;No Cotizante;VIDA;Femenino;NULL
121;202112;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
255;202104;Rentas Medias;No Cotizante;CB + VIDA;Femenino;NULL
6;202107;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
3;202105;Alto Valor;Pensionado;APO + VIDA;Femenino;Dependiente
1;202205;Alto Patrimonio;Pensionado;APO + CB + PENS;Femenino;Dependiente
199;202102;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
12;202207;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Dependiente
1102;202103;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
2;202205;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
34391;202104;Alto Valor;Afiliado no Pensionado;APO;Masculino;Dependiente
4;202203;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
152;202108;Alto Valor;Pensionado;APO;Masculino;Dependiente
1191;202205;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;Independiente
1;202105;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
31;202206;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Independiente
16;202203;Rentas Medias;Pensionado;CB;Femenino;Independiente
4;202207;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
9;202112;Alto Valor;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
3;202101;Rentas Medias;Pensionado;CB;Femenino;NULL
6;202109;Alto Valor;Pensionado;VIDA + PENS;Femenino;Independiente
19;202107;Prime;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
18;202205;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
38;202105;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Independiente
8;202111;Prime;Pensionado;AFP_VOL;Femenino;NULL
10;202110;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
12;202202;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Masculino;NULL
1;202206;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;NULL
1;202110;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
3157;202203;Rentas Masivas;Pensionado;APO;Masculino;Dependiente
2979;202108;Rentas Medias;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
1;202203;Prime;Afiliado no Pensionado;CB;Femenino;Dependiente
2;202106;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
138;202105;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
2;202205;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
1;202208;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
34;202107;Alto Valor;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
25;202207;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;Dependiente
24;202112;Prime;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
18;202112;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
15;202104;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
1;202105;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
5;202108;Rentas Medias;Afiliado no Pensionado;VIDA;Femenino;Independiente
54;202109;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Independiente
51209;202108;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
2;202103;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
6;202205;Prime;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
6;202107;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
4;202206;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
10;202109;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
13;202203;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
4;202102;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
75;202204;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
25;202106;Alto Patrimonio;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
5;202201;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
34;202101;Rentas Masivas;Pensionado;CB + PENS;Femenino;Dependiente
1;202203;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Masculino;NULL
8;202202;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
2651;202106;Rentas Masivas;No Cotizante;CB;Femenino;NULL
23;202102;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
5;202207;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
2;202102;Alto Valor;Pensionado;CB + VIDA;Masculino;Independiente
285;202201;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
1;202102;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
2130;202108;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
161;202107;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
13;202208;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
6;202107;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
204;202103;Rentas Masivas;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202206;Alto Patrimonio;Pensionado;VIDA + PENS;Femenino;Independiente
1;202106;Prime;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
250;202107;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
35509;202109;Alto Valor;Afiliado no Pensionado;APO;Masculino;Dependiente
267;202109;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
143;202103;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
14;202206;Rentas Medias;Pensionado;APO;Masculino;Independiente
4;202105;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;NULL
209;202206;Prime;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
177;202112;Rentas Masivas;Pensionado;APO + AFP_VOL;Femenino;Dependiente
110;202107;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
598;202205;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
2557;202207;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
56;202110;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
72;202207;Alto Valor;Pensionado;CB;Masculino;Dependiente
8;202106;Alto Valor;Afiliado no Pensionado;CB;Masculino;Dependiente
18;202105;Alto Valor;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
5;202203;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
12;202106;Alto Patrimonio;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
48;202109;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
1;202207;Alto Valor;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
3;202201;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
3;202103;Prime;Pensionado;VIDA + PENS;Femenino;Independiente
5;202101;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
7;202203;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
5;202107;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
9;202112;Prime;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
371;202205;Rentas Masivas;Pensionado;AFP_VOL;Femenino;NULL
1;202107;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
49;202111;Alto Valor;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
1;202108;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Independiente
1;202102;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
4;202110;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
59;202205;Rentas Masivas;No Cotizante;VIDA;Femenino;NULL
14;202103;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
28;202104;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
2;202204;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
2;202107;Alto Patrimonio;Pensionado;APO + AFP_VOL;Femenino;Dependiente
5;202108;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Dependiente
3;202108;Alto Valor;Pensionado;APO + CB;Masculino;Dependiente
2;202111;Alto Patrimonio;Pensionado;CB;Femenino;NULL
1;202105;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
3;202203;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
2;202108;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
16;202108;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
17;202105;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
357;202103;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
2;202110;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
5;202109;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
179;202106;Rentas Medias;Pensionado;APO + AFP_VOL;Femenino;Dependiente
1;202110;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
3;202206;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
1867;202203;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Independiente
20;202202;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
30;202112;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
15;202103;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Dependiente
6;202203;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Independiente
1688;202202;Rentas Medias;Pensionado;AFP_VOL;Femenino;Dependiente
3;202112;Alto Valor;Pensionado;VIDA;Masculino;NULL
66;202204;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
6;202105;Prime;Pensionado;VIDA;Femenino;Independiente
379;202203;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
4;202203;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
68;202106;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
1;202103;Rentas Masivas;No Cotizante;CB + VIDA;Masculino;NULL
10;202105;Rentas Medias;Pensionado;APO + PENS;Femenino;Independiente
1801;202110;Alto Valor;No Cotizante;VIDA;Femenino;NULL
2;202104;Prime;Pensionado;VIDA;Masculino;NULL
1;202103;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
785;202104;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
29;202201;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
1;202106;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Independiente
62;202108;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
29;202102;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Masculino;NULL
3;202204;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
224;202111;Alto Patrimonio;No Cotizante;CB + VIDA;Femenino;NULL
506;202104;Rentas Medias;Pensionado;APO + PENS;Masculino;Dependiente
1;202208;Rentas Masivas;Pensionado;APO + CB + PENS;Masculino;Dependiente
14;202110;Alto Valor;Pensionado;CB + PENS;Femenino;Dependiente
1;202101;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;NULL
10;202112;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Independiente
5;202104;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;Independiente
1;202201;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
1;202201;Rentas Masivas;Pensionado;APO + CB;Femenino;Dependiente
144;202107;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
18;202104;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
2;202106;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
1511;202101;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Independiente
1;202104;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
9;202107;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
640;202201;Alto Valor;Pensionado;AFP_VOL;Masculino;Dependiente
263;202208;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
19;202102;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
1;202206;Rentas Medias;Pensionado;CB + PENS;Femenino;NULL
58;202201;Prime;Pensionado;CB;Femenino;Dependiente
15;202106;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
1;202107;Rentas Medias;Afiliado no Pensionado;CB + VIDA;Femenino;Dependiente
17;202208;Alto Valor;Pensionado;CB;Femenino;Independiente
3;202102;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
4;202103;Prime;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
3;202207;Prime;Pensionado;AFP_VOL + CB;Femenino;NULL
1;202108;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Independiente
20;202204;Prime;Pensionado;CB + PENS;Masculino;Dependiente
3;202202;Alto Valor;Pensionado;CB + PENS;Femenino;Independiente
150;202207;Alto Patrimonio;No Cotizante;VIDA;Femenino;NULL
16;202111;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Femenino;Independiente
112;202110;Alto Valor;Pensionado;APO + PENS;Masculino;Dependiente
31;202110;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
1;202111;Prime;Afiliado no Pensionado;CB;Masculino;Independiente
24;202204;Alto Patrimonio;Pensionado;VIDA;Masculino;Dependiente
128;202105;Alto Valor;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
1;202208;Alto Valor;Pensionado;APO + CB + PENS;Femenino;Independiente
2034;202103;Rentas Medias;No Cotizante;CB;Femenino;NULL
593;202206;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Dependiente
3;202101;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
780;202109;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Independiente
167;202111;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
5;202207;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
2;202103;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
5;202203;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
1;202101;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
28;202107;Prime;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
2;202109;Prime;Pensionado;AFP_VOL + CB;Femenino;NULL
9;202104;Alto Valor;Pensionado;AFP_VOL;Femenino;NULL
2;202208;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
5;202108;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
409;202104;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
3;202104;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
627;202206;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
55;202205;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Independiente
69;202104;Rentas Masivas;No Cotizante;VIDA;Masculino;NULL
346;202107;Rentas Medias;Pensionado;AFP_VOL;Masculino;Independiente
10;202111;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Dependiente
1804;202206;Alto Valor;No Cotizante;VIDA;Femenino;NULL
5;202105;Rentas Medias;Pensionado;CB;Femenino;NULL
1530;202105;Alto Valor;No Cotizante;CB;Masculino;NULL
32;202112;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;Dependiente
6;202207;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
77;202112;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
68520;202203;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
37;202103;Prime;Afiliado no Pensionado;APO + CB;Femenino;Independiente
4;202101;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
1;202207;Prime;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
509;202201;Alto Valor;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
2;202102;Rentas Masivas;No Cotizante;APO;Femenino;Independiente
1;202101;Rentas Masivas;Afiliado no Pensionado;CB;Masculino;Independiente
208;202207;Rentas Masivas;Pensionado;APO + PENS;Masculino;Independiente
65;202205;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
2865;202101;Rentas Medias;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
185;202202;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
23;202103;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
4;202201;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
14;202101;Alto Valor;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
8;202102;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
34878;202102;Rentas Masivas;Afiliado no Pensionado;APO;Femenino;Independiente
3;202108;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;NULL
3;202205;Prime;Pensionado;CB + VIDA;Masculino;NULL
1;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Masculino;NULL
23;202108;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
202;202107;Prime;No Cotizante;AFP_VOL + CB;Masculino;NULL
1;202101;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
33;202202;Rentas Medias;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
1235;202104;Rentas Masivas;Pensionado;APO;Femenino;Dependiente
1;202108;Alto Valor;Pensionado;APO + CB + VIDA;Femenino;Dependiente
17;202101;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Dependiente
1;202204;Prime;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
5;202101;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
2972;202109;Prime;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
234;202104;Rentas Masivas;No Cotizante;AFP_VOL + CB;Masculino;NULL
24;202105;Prime;Pensionado;CB + PENS;Femenino;Dependiente
1;202106;Prime;Afiliado no Pensionado;VIDA;Masculino;NULL
38;202112;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
4;202203;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
30;202111;Prime;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
168;202207;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
6;202105;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
99;202111;Prime;Pensionado;AFP_VOL + CB;Masculino;Dependiente
1;202202;Alto Valor;Afiliado no Pensionado;CB;Femenino;Dependiente
25;202203;Alto Patrimonio;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
38;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
4;202208;Rentas Masivas;Pensionado;APO + CB;Femenino;Dependiente
1;202107;Rentas Masivas;Pensionado;VIDA;Femenino;Dependiente
4;202107;Alto Patrimonio;Afiliado no Pensionado;CB;Masculino;Dependiente
69;202204;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
2;202108;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
149;202206;Prime;Pensionado;AFP_VOL + PENS;Masculino;Independiente
154;202108;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Independiente
7;202101;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
1;202204;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
10;202205;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
1;202201;Rentas Masivas;No Cotizante;CB + VIDA;Masculino;NULL
1879;202108;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
4;202111;Alto Valor;Pensionado;APO + CB;Femenino;Dependiente
317;202108;Prime;No Cotizante;AFP_VOL;Masculino;NULL
2;202102;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
26;202111;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;Dependiente
11779;202105;Rentas Medias;No Cotizante;AFP_VOL;Femenino;NULL
17;202109;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
4;202111;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
1045;202207;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
365;202102;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
3;202111;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
5;202106;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Dependiente
2;202204;Rentas Medias;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
65;202202;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
6;202203;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
11114;202111;Rentas Masivas;Pensionado;AFP_VOL;Masculino;Dependiente
9;202201;Alto Valor;Pensionado;APO + CB + PENS;Masculino;Dependiente
378;202208;Rentas Medias;No Cotizante;AFP_VOL + CB;Femenino;NULL
23;202107;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
14;202206;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
10;202102;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
1;202109;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
3;202204;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
3;202103;Alto Patrimonio;No Cotizante;CB + PENS;Masculino;NULL
4;202110;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;NULL
6;202112;Rentas Masivas;Pensionado;APO + AFP_VOL;Masculino;Independiente
6;202208;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
81;202102;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
111;202206;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
89;202201;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
1;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL;Masculino;Independiente
5;202204;Prime;Pensionado;VIDA + PENS;Femenino;Dependiente
1800;202111;Alto Valor;No Cotizante;VIDA;Femenino;NULL
1;202102;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
1;202111;Prime;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
85;202106;Alto Valor;Pensionado;APO + AFP_VOL;Femenino;Dependiente
1;202206;Rentas Masivas;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
133;202202;Rentas Medias;Pensionado;AFP_VOL;Masculino;NULL
2;202203;Prime;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
5;202106;Rentas Medias;Pensionado;APO + PENS;Masculino;Independiente
2;202111;Rentas Masivas;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
4;202106;Prime;Pensionado;VIDA;Femenino;Dependiente
31372;202106;Rentas Masivas;No Cotizante;AFP_VOL;Femenino;NULL
3;202106;Alto Valor;Afiliado no Pensionado;VIDA;Masculino;Independiente
6;202110;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
17;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
1098;202111;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;Independiente
21;202205;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
1;202204;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Independiente
3;202208;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
4;202105;Alto Patrimonio;Pensionado;VIDA + PENS;Femenino;Dependiente
2;202206;Alto Valor;Afiliado no Pensionado;VIDA;Masculino;Independiente
142;202202;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
274;202108;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
1;202102;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
22;202202;Rentas Masivas;Pensionado;CB;Femenino;Independiente
289;202110;Rentas Medias;Pensionado;AFP_VOL;Femenino;Independiente
13;202105;Alto Valor;Pensionado;VIDA + PENS;Masculino;Dependiente
6316;202205;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
543;202203;Alto Valor;Afiliado no Pensionado;APO;Femenino;Independiente
8;202202;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
9;202109;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
10;202102;Rentas Medias;Pensionado;AFP_VOL + CB;Femenino;Independiente
7;202109;Rentas Medias;Pensionado;APO + AFP_VOL;Femenino;Independiente
9;202203;Rentas Medias;Pensionado;APO;Femenino;Independiente
29;202205;Alto Patrimonio;No Cotizante;AFP_VOL;Femenino;NULL
51;202105;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
7;202101;Alto Valor;Pensionado;VIDA + PENS;Femenino;Independiente
